id,date,store_nbr,family,sales,onpromotion
54210,2013-01-31,3,MEATS,502.31702,0.0
54211,2013-01-31,3,PERSONAL CARE,297.0,0.0
54212,2013-01-31,3,PET SUPPLIES,0.0,0.0
54213,2013-01-31,3,PLAYERS AND ELECTRONICS,0.0,0.0
54214,2013-01-31,3,POULTRY,382.861,0.0
54215,2013-01-31,3,PREPARED FOODS,265.938,0.0
54216,2013-01-31,3,PRODUCE,0.0,0.0
54217,2013-01-31,3,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
54218,2013-01-31,3,SEAFOOD,77.527,0.0
54219,2013-01-31,30,AUTOMOTIVE,1.0,0.0
54220,2013-01-31,30,BABY CARE,0.0,0.0
54221,2013-01-31,30,BEAUTY,0.0,0.0
54222,2013-01-31,30,BEVERAGES,212.0,0.0
54223,2013-01-31,30,BOOKS,0.0,0.0
54224,2013-01-31,30,BREAD/BAKERY,91.0,0.0
54225,2013-01-31,30,CELEBRATION,0.0,0.0
54226,2013-01-31,30,CLEANING,365.0,0.0
54227,2013-01-31,30,DAIRY,81.0,0.0
54228,2013-01-31,30,DELI,62.0,0.0
54229,2013-01-31,30,EGGS,42.0,0.0
54230,2013-01-31,30,FROZEN FOODS,6.0,0.0
54231,2013-01-31,30,GROCERY I,867.0,0.0
54232,2013-01-31,30,GROCERY II,12.0,0.0
54233,2013-01-31,30,HARDWARE,0.0,0.0
54234,2013-01-31,30,HOME AND KITCHEN I,0.0,0.0
54235,2013-01-31,30,HOME AND KITCHEN II,0.0,0.0
54236,2013-01-31,30,HOME APPLIANCES,0.0,0.0
54237,2013-01-31,30,HOME CARE,0.0,0.0
54238,2013-01-31,30,LADIESWEAR,0.0,0.0
54239,2013-01-31,30,LAWN AND GARDEN,0.0,0.0
54240,2013-01-31,30,LINGERIE,6.0,0.0
54241,2013-01-31,30,"LIQUOR,WINE,BEER",25.0,0.0
54242,2013-01-31,30,MAGAZINES,0.0,0.0
54243,2013-01-31,30,MEATS,60.018,0.0
54244,2013-01-31,30,PERSONAL CARE,65.0,0.0
54245,2013-01-31,30,PET SUPPLIES,0.0,0.0
54246,2013-01-31,30,PLAYERS AND ELECTRONICS,0.0,0.0
54247,2013-01-31,30,POULTRY,91.339005,0.0
54248,2013-01-31,30,PREPARED FOODS,13.0,0.0
54249,2013-01-31,30,PRODUCE,0.0,0.0
54250,2013-01-31,30,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
54251,2013-01-31,30,SEAFOOD,2.0,0.0
54252,2013-01-31,31,AUTOMOTIVE,4.0,0.0
54253,2013-01-31,31,BABY CARE,0.0,0.0
54254,2013-01-31,31,BEAUTY,2.0,0.0
54255,2013-01-31,31,BEVERAGES,715.0,0.0
54256,2013-01-31,31,BOOKS,0.0,0.0
54257,2013-01-31,31,BREAD/BAKERY,368.0,0.0
54258,2013-01-31,31,CELEBRATION,0.0,0.0
54259,2013-01-31,31,CLEANING,846.0,0.0
54260,2013-01-31,31,DAIRY,184.0,0.0
54261,2013-01-31,31,DELI,153.931,0.0
54262,2013-01-31,31,EGGS,50.0,0.0
54263,2013-01-31,31,FROZEN FOODS,6.0,0.0
54264,2013-01-31,31,GROCERY I,2403.0,0.0
54265,2013-01-31,31,GROCERY II,7.0,0.0
54266,2013-01-31,31,HARDWARE,2.0,0.0
54267,2013-01-31,31,HOME AND KITCHEN I,0.0,0.0
54268,2013-01-31,31,HOME AND KITCHEN II,0.0,0.0
54269,2013-01-31,31,HOME APPLIANCES,1.0,0.0
54270,2013-01-31,31,HOME CARE,0.0,0.0
54271,2013-01-31,31,LADIESWEAR,0.0,0.0
54272,2013-01-31,31,LAWN AND GARDEN,0.0,0.0
54273,2013-01-31,31,LINGERIE,3.0,0.0
54274,2013-01-31,31,"LIQUOR,WINE,BEER",3.0,0.0
54275,2013-01-31,31,MAGAZINES,0.0,0.0
54276,2013-01-31,31,MEATS,229.224,0.0
54277,2013-01-31,31,PERSONAL CARE,170.0,0.0
54278,2013-01-31,31,PET SUPPLIES,0.0,0.0
54279,2013-01-31,31,PLAYERS AND ELECTRONICS,0.0,0.0
54280,2013-01-31,31,POULTRY,61.189,0.0
54281,2013-01-31,31,PREPARED FOODS,38.0,0.0
54282,2013-01-31,31,PRODUCE,0.0,0.0
54283,2013-01-31,31,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
54284,2013-01-31,31,SEAFOOD,11.0,0.0
54285,2013-01-31,32,AUTOMOTIVE,1.0,0.0
54286,2013-01-31,32,BABY CARE,0.0,0.0
54287,2013-01-31,32,BEAUTY,1.0,0.0
54288,2013-01-31,32,BEVERAGES,145.0,0.0
54289,2013-01-31,32,BOOKS,0.0,0.0
54290,2013-01-31,32,BREAD/BAKERY,80.0,0.0
54291,2013-01-31,32,CELEBRATION,0.0,0.0
54292,2013-01-31,32,CLEANING,478.0,0.0
54293,2013-01-31,32,DAIRY,55.0,0.0
54294,2013-01-31,32,DELI,132.0,0.0
54295,2013-01-31,32,EGGS,18.0,0.0
54296,2013-01-31,32,FROZEN FOODS,3.0,0.0
54297,2013-01-31,32,GROCERY I,1084.0,0.0
54298,2013-01-31,32,GROCERY II,3.0,0.0
54299,2013-01-31,32,HARDWARE,1.0,0.0
54300,2013-01-31,32,HOME AND KITCHEN I,0.0,0.0
54301,2013-01-31,32,HOME AND KITCHEN II,0.0,0.0
54302,2013-01-31,32,HOME APPLIANCES,0.0,0.0
54303,2013-01-31,32,HOME CARE,0.0,0.0
54304,2013-01-31,32,LADIESWEAR,0.0,0.0
54305,2013-01-31,32,LAWN AND GARDEN,0.0,0.0
54306,2013-01-31,32,LINGERIE,2.0,0.0
54307,2013-01-31,32,"LIQUOR,WINE,BEER",200.0,0.0
54308,2013-01-31,32,MAGAZINES,0.0,0.0
54309,2013-01-31,32,MEATS,71.788,0.0
54310,2013-01-31,32,PERSONAL CARE,97.0,0.0
54311,2013-01-31,32,PET SUPPLIES,0.0,0.0
54312,2013-01-31,32,PLAYERS AND ELECTRONICS,0.0,0.0
54313,2013-01-31,32,POULTRY,65.354004,0.0
54314,2013-01-31,32,PREPARED FOODS,14.0,0.0
54315,2013-01-31,32,PRODUCE,0.0,0.0
54316,2013-01-31,32,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
54317,2013-01-31,32,SEAFOOD,5.0,0.0
54318,2013-01-31,33,AUTOMOTIVE,4.0,0.0
54319,2013-01-31,33,BABY CARE,0.0,0.0
54320,2013-01-31,33,BEAUTY,0.0,0.0
54321,2013-01-31,33,BEVERAGES,493.0,0.0
54322,2013-01-31,33,BOOKS,0.0,0.0
54323,2013-01-31,33,BREAD/BAKERY,182.0,0.0
54324,2013-01-31,33,CELEBRATION,0.0,0.0
54325,2013-01-31,33,CLEANING,839.0,0.0
54326,2013-01-31,33,DAIRY,124.0,0.0
54327,2013-01-31,33,DELI,158.0,0.0
54328,2013-01-31,33,EGGS,85.0,0.0
54329,2013-01-31,33,FROZEN FOODS,44.0,0.0
54330,2013-01-31,33,GROCERY I,1912.0,0.0
54331,2013-01-31,33,GROCERY II,4.0,0.0
54332,2013-01-31,33,HARDWARE,2.0,0.0
54333,2013-01-31,33,HOME AND KITCHEN I,0.0,0.0
54334,2013-01-31,33,HOME AND KITCHEN II,0.0,0.0
54335,2013-01-31,33,HOME APPLIANCES,0.0,0.0
54336,2013-01-31,33,HOME CARE,0.0,0.0
54337,2013-01-31,33,LADIESWEAR,0.0,0.0
54338,2013-01-31,33,LAWN AND GARDEN,0.0,0.0
54339,2013-01-31,33,LINGERIE,5.0,0.0
54340,2013-01-31,33,"LIQUOR,WINE,BEER",16.0,0.0
54341,2013-01-31,33,MAGAZINES,0.0,0.0
54342,2013-01-31,33,MEATS,208.38,0.0
54343,2013-01-31,33,PERSONAL CARE,184.0,0.0
54344,2013-01-31,33,PET SUPPLIES,0.0,0.0
54345,2013-01-31,33,PLAYERS AND ELECTRONICS,0.0,0.0
54346,2013-01-31,33,POULTRY,112.138,0.0
54347,2013-01-31,33,PREPARED FOODS,38.0,0.0
54348,2013-01-31,33,PRODUCE,0.0,0.0
54349,2013-01-31,33,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
54350,2013-01-31,33,SEAFOOD,3.0,0.0
54351,2013-01-31,34,AUTOMOTIVE,2.0,0.0
54352,2013-01-31,34,BABY CARE,0.0,0.0
54353,2013-01-31,34,BEAUTY,1.0,0.0
54354,2013-01-31,34,BEVERAGES,961.0,0.0
54355,2013-01-31,34,BOOKS,0.0,0.0
54356,2013-01-31,34,BREAD/BAKERY,509.0,0.0
54357,2013-01-31,34,CELEBRATION,0.0,0.0
54358,2013-01-31,34,CLEANING,813.0,0.0
54359,2013-01-31,34,DAIRY,192.0,0.0
54360,2013-01-31,34,DELI,204.924,0.0
54361,2013-01-31,34,EGGS,49.0,0.0
54362,2013-01-31,34,FROZEN FOODS,38.879997,0.0
54363,2013-01-31,34,GROCERY I,2487.0,0.0
54364,2013-01-31,34,GROCERY II,5.0,0.0
54365,2013-01-31,34,HARDWARE,0.0,0.0
54366,2013-01-31,34,HOME AND KITCHEN I,0.0,0.0
54367,2013-01-31,34,HOME AND KITCHEN II,0.0,0.0
54368,2013-01-31,34,HOME APPLIANCES,0.0,0.0
54369,2013-01-31,34,HOME CARE,0.0,0.0
54370,2013-01-31,34,LADIESWEAR,0.0,0.0
54371,2013-01-31,34,LAWN AND GARDEN,0.0,0.0
54372,2013-01-31,34,LINGERIE,6.0,0.0
54373,2013-01-31,34,"LIQUOR,WINE,BEER",110.0,0.0
54374,2013-01-31,34,MAGAZINES,0.0,0.0
54375,2013-01-31,34,MEATS,212.664,0.0
54376,2013-01-31,34,PERSONAL CARE,270.0,0.0
54377,2013-01-31,34,PET SUPPLIES,0.0,0.0
54378,2013-01-31,34,PLAYERS AND ELECTRONICS,0.0,0.0
54379,2013-01-31,34,POULTRY,97.593,0.0
54380,2013-01-31,34,PREPARED FOODS,26.0,0.0
54381,2013-01-31,34,PRODUCE,0.0,0.0
54382,2013-01-31,34,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
54383,2013-01-31,34,SEAFOOD,4.0,0.0
54384,2013-01-31,35,AUTOMOTIVE,2.0,0.0
54385,2013-01-31,35,BABY CARE,0.0,0.0
54386,2013-01-31,35,BEAUTY,0.0,0.0
54387,2013-01-31,35,BEVERAGES,357.0,0.0
54388,2013-01-31,35,BOOKS,0.0,0.0
54389,2013-01-31,35,BREAD/BAKERY,109.0,0.0
54390,2013-01-31,35,CELEBRATION,0.0,0.0
54391,2013-01-31,35,CLEANING,399.0,0.0
54392,2013-01-31,35,DAIRY,66.0,0.0
54393,2013-01-31,35,DELI,76.0,0.0
54394,2013-01-31,35,EGGS,50.0,0.0
54395,2013-01-31,35,FROZEN FOODS,14.0,0.0
54396,2013-01-31,35,GROCERY I,1225.0,0.0
54397,2013-01-31,35,GROCERY II,4.0,0.0
54398,2013-01-31,35,HARDWARE,3.0,0.0
54399,2013-01-31,35,HOME AND KITCHEN I,0.0,0.0
54400,2013-01-31,35,HOME AND KITCHEN II,0.0,0.0
54401,2013-01-31,35,HOME APPLIANCES,0.0,0.0
54402,2013-01-31,35,HOME CARE,0.0,0.0
54403,2013-01-31,35,LADIESWEAR,0.0,0.0
54404,2013-01-31,35,LAWN AND GARDEN,0.0,0.0
54405,2013-01-31,35,LINGERIE,2.0,0.0
54406,2013-01-31,35,"LIQUOR,WINE,BEER",46.0,0.0
54407,2013-01-31,35,MAGAZINES,0.0,0.0
54408,2013-01-31,35,MEATS,137.362,0.0
54409,2013-01-31,35,PERSONAL CARE,102.0,0.0
54410,2013-01-31,35,PET SUPPLIES,0.0,0.0
54411,2013-01-31,35,PLAYERS AND ELECTRONICS,0.0,0.0
54412,2013-01-31,35,POULTRY,33.938,0.0
54413,2013-01-31,35,PREPARED FOODS,14.0,0.0
54414,2013-01-31,35,PRODUCE,0.0,0.0
54415,2013-01-31,35,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
54416,2013-01-31,35,SEAFOOD,0.0,0.0
54417,2013-01-31,36,AUTOMOTIVE,0.0,0.0
54418,2013-01-31,36,BABY CARE,0.0,0.0
54419,2013-01-31,36,BEAUTY,0.0,0.0
54420,2013-01-31,36,BEVERAGES,0.0,0.0
54421,2013-01-31,36,BOOKS,0.0,0.0
54422,2013-01-31,36,BREAD/BAKERY,0.0,0.0
54423,2013-01-31,36,CELEBRATION,0.0,0.0
54424,2013-01-31,36,CLEANING,0.0,0.0
54425,2013-01-31,36,DAIRY,0.0,0.0
54426,2013-01-31,36,DELI,0.0,0.0
54427,2013-01-31,36,EGGS,0.0,0.0
54428,2013-01-31,36,FROZEN FOODS,0.0,0.0
54429,2013-01-31,36,GROCERY I,0.0,0.0
54430,2013-01-31,36,GROCERY II,0.0,0.0
54431,2013-01-31,36,HARDWARE,0.0,0.0
54432,2013-01-31,36,HOME AND KITCHEN I,0.0,0.0
54433,2013-01-31,36,HOME AND KITCHEN II,0.0,0.0
54434,2013-01-31,36,HOME APPLIANCES,0.0,0.0
54435,2013-01-31,36,HOME CARE,0.0,0.0
54436,2013-01-31,36,LADIESWEAR,0.0,0.0
54437,2013-01-31,36,LAWN AND GARDEN,0.0,0.0
54438,2013-01-31,36,LINGERIE,0.0,0.0
54439,2013-01-31,36,"LIQUOR,WINE,BEER",0.0,0.0
54440,2013-01-31,36,MAGAZINES,0.0,0.0
54441,2013-01-31,36,MEATS,0.0,0.0
54442,2013-01-31,36,PERSONAL CARE,0.0,0.0
54443,2013-01-31,36,PET SUPPLIES,0.0,0.0
54444,2013-01-31,36,PLAYERS AND ELECTRONICS,0.0,0.0
54445,2013-01-31,36,POULTRY,0.0,0.0
54446,2013-01-31,36,PREPARED FOODS,0.0,0.0
54447,2013-01-31,36,PRODUCE,0.0,0.0
54448,2013-01-31,36,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
54449,2013-01-31,36,SEAFOOD,0.0,0.0
54450,2013-01-31,37,AUTOMOTIVE,3.0,0.0
54451,2013-01-31,37,BABY CARE,0.0,0.0
54452,2013-01-31,37,BEAUTY,3.0,0.0
54453,2013-01-31,37,BEVERAGES,637.0,0.0
54454,2013-01-31,37,BOOKS,0.0,0.0
54455,2013-01-31,37,BREAD/BAKERY,395.085,0.0
54456,2013-01-31,37,CELEBRATION,0.0,0.0
54457,2013-01-31,37,CLEANING,823.0,0.0
54458,2013-01-31,37,DAIRY,478.0,0.0
54459,2013-01-31,37,DELI,104.839,0.0
54460,2013-01-31,37,EGGS,131.0,0.0
54461,2013-01-31,37,FROZEN FOODS,137.0,0.0
54462,2013-01-31,37,GROCERY I,2538.0,0.0
54463,2013-01-31,37,GROCERY II,52.0,0.0
54464,2013-01-31,37,HARDWARE,1.0,0.0
54465,2013-01-31,37,HOME AND KITCHEN I,0.0,0.0
54466,2013-01-31,37,HOME AND KITCHEN II,0.0,0.0
54467,2013-01-31,37,HOME APPLIANCES,0.0,0.0
54468,2013-01-31,37,HOME CARE,0.0,0.0
54469,2013-01-31,37,LADIESWEAR,0.0,0.0
54470,2013-01-31,37,LAWN AND GARDEN,2.0,0.0
54471,2013-01-31,37,LINGERIE,3.0,0.0
54472,2013-01-31,37,"LIQUOR,WINE,BEER",85.0,0.0
54473,2013-01-31,37,MAGAZINES,0.0,0.0
54474,2013-01-31,37,MEATS,201.087,0.0
54475,2013-01-31,37,PERSONAL CARE,166.0,0.0
54476,2013-01-31,37,PET SUPPLIES,0.0,0.0
54477,2013-01-31,37,PLAYERS AND ELECTRONICS,0.0,0.0
54478,2013-01-31,37,POULTRY,74.954,0.0
54479,2013-01-31,37,PREPARED FOODS,122.09,0.0
54480,2013-01-31,37,PRODUCE,0.0,0.0
54481,2013-01-31,37,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
54482,2013-01-31,37,SEAFOOD,10.466,0.0
54483,2013-01-31,38,AUTOMOTIVE,7.0,0.0
54484,2013-01-31,38,BABY CARE,0.0,0.0
54485,2013-01-31,38,BEAUTY,2.0,0.0
54486,2013-01-31,38,BEVERAGES,479.0,0.0
54487,2013-01-31,38,BOOKS,0.0,0.0
54488,2013-01-31,38,BREAD/BAKERY,278.255,0.0
54489,2013-01-31,38,CELEBRATION,0.0,0.0
54490,2013-01-31,38,CLEANING,793.0,0.0
54491,2013-01-31,38,DAIRY,358.0,0.0
54492,2013-01-31,38,DELI,107.542,0.0
54493,2013-01-31,38,EGGS,60.0,0.0
54494,2013-01-31,38,FROZEN FOODS,77.0,0.0
54495,2013-01-31,38,GROCERY I,2407.0,0.0
54496,2013-01-31,38,GROCERY II,19.0,0.0
54497,2013-01-31,38,HARDWARE,1.0,0.0
54498,2013-01-31,38,HOME AND KITCHEN I,0.0,0.0
54499,2013-01-31,38,HOME AND KITCHEN II,0.0,0.0
54500,2013-01-31,38,HOME APPLIANCES,0.0,0.0
54501,2013-01-31,38,HOME CARE,0.0,0.0
54502,2013-01-31,38,LADIESWEAR,0.0,0.0
54503,2013-01-31,38,LAWN AND GARDEN,0.0,0.0
54504,2013-01-31,38,LINGERIE,34.0,0.0
54505,2013-01-31,38,"LIQUOR,WINE,BEER",38.0,0.0
54506,2013-01-31,38,MAGAZINES,0.0,0.0
54507,2013-01-31,38,MEATS,119.596,0.0
54508,2013-01-31,38,PERSONAL CARE,208.0,0.0
54509,2013-01-31,38,PET SUPPLIES,0.0,0.0
54510,2013-01-31,38,PLAYERS AND ELECTRONICS,0.0,0.0
54511,2013-01-31,38,POULTRY,51.179,0.0
54512,2013-01-31,38,PREPARED FOODS,126.437,0.0
54513,2013-01-31,38,PRODUCE,0.0,0.0
54514,2013-01-31,38,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
54515,2013-01-31,38,SEAFOOD,20.539,0.0
54516,2013-01-31,39,AUTOMOTIVE,3.0,0.0
54517,2013-01-31,39,BABY CARE,0.0,0.0
54518,2013-01-31,39,BEAUTY,0.0,0.0
54519,2013-01-31,39,BEVERAGES,515.0,0.0
54520,2013-01-31,39,BOOKS,0.0,0.0
54521,2013-01-31,39,BREAD/BAKERY,565.0,0.0
54522,2013-01-31,39,CELEBRATION,0.0,0.0
54523,2013-01-31,39,CLEANING,919.0,0.0
54524,2013-01-31,39,DAIRY,146.0,0.0
54525,2013-01-31,39,DELI,114.649,0.0
54526,2013-01-31,39,EGGS,69.0,0.0
54527,2013-01-31,39,FROZEN FOODS,14.0,0.0
54528,2013-01-31,39,GROCERY I,2279.0,0.0
54529,2013-01-31,39,GROCERY II,27.0,0.0
54530,2013-01-31,39,HARDWARE,2.0,0.0
54531,2013-01-31,39,HOME AND KITCHEN I,0.0,0.0
54532,2013-01-31,39,HOME AND KITCHEN II,0.0,0.0
54533,2013-01-31,39,HOME APPLIANCES,0.0,0.0
54534,2013-01-31,39,HOME CARE,0.0,0.0
54535,2013-01-31,39,LADIESWEAR,0.0,0.0
54536,2013-01-31,39,LAWN AND GARDEN,4.0,0.0
54537,2013-01-31,39,LINGERIE,11.0,0.0
54538,2013-01-31,39,"LIQUOR,WINE,BEER",71.0,0.0
54539,2013-01-31,39,MAGAZINES,0.0,0.0
54540,2013-01-31,39,MEATS,117.402,0.0
54541,2013-01-31,39,PERSONAL CARE,217.0,0.0
54542,2013-01-31,39,PET SUPPLIES,0.0,0.0
54543,2013-01-31,39,PLAYERS AND ELECTRONICS,0.0,0.0
54544,2013-01-31,39,POULTRY,85.998,0.0
54545,2013-01-31,39,PREPARED FOODS,72.0,0.0
54546,2013-01-31,39,PRODUCE,0.0,0.0
54547,2013-01-31,39,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
54548,2013-01-31,39,SEAFOOD,17.0,0.0
54549,2013-01-31,4,AUTOMOTIVE,3.0,0.0
54550,2013-01-31,4,BABY CARE,0.0,0.0
54551,2013-01-31,4,BEAUTY,0.0,0.0
54552,2013-01-31,4,BEVERAGES,815.0,0.0
54553,2013-01-31,4,BOOKS,0.0,0.0
54554,2013-01-31,4,BREAD/BAKERY,208.3,0.0
54555,2013-01-31,4,CELEBRATION,0.0,0.0
54556,2013-01-31,4,CLEANING,636.0,0.0
54557,2013-01-31,4,DAIRY,280.0,0.0
54558,2013-01-31,4,DELI,108.771,0.0
54559,2013-01-31,4,EGGS,107.0,0.0
54560,2013-01-31,4,FROZEN FOODS,50.612,0.0
54561,2013-01-31,4,GROCERY I,1632.0,0.0
54562,2013-01-31,4,GROCERY II,22.0,0.0
54563,2013-01-31,4,HARDWARE,0.0,0.0
54564,2013-01-31,4,HOME AND KITCHEN I,0.0,0.0
54565,2013-01-31,4,HOME AND KITCHEN II,0.0,0.0
54566,2013-01-31,4,HOME APPLIANCES,0.0,0.0
54567,2013-01-31,4,HOME CARE,0.0,0.0
54568,2013-01-31,4,LADIESWEAR,0.0,0.0
54569,2013-01-31,4,LAWN AND GARDEN,1.0,0.0
54570,2013-01-31,4,LINGERIE,26.0,0.0
54571,2013-01-31,4,"LIQUOR,WINE,BEER",33.0,0.0
54572,2013-01-31,4,MAGAZINES,0.0,0.0
54573,2013-01-31,4,MEATS,260.268,0.0
54574,2013-01-31,4,PERSONAL CARE,139.0,0.0
54575,2013-01-31,4,PET SUPPLIES,0.0,0.0
54576,2013-01-31,4,PLAYERS AND ELECTRONICS,0.0,0.0
54577,2013-01-31,4,POULTRY,156.264,0.0
54578,2013-01-31,4,PREPARED FOODS,87.325,0.0
54579,2013-01-31,4,PRODUCE,0.0,0.0
54580,2013-01-31,4,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
54581,2013-01-31,4,SEAFOOD,14.409,0.0
54582,2013-01-31,40,AUTOMOTIVE,3.0,0.0
54583,2013-01-31,40,BABY CARE,0.0,0.0
54584,2013-01-31,40,BEAUTY,2.0,0.0
54585,2013-01-31,40,BEVERAGES,447.0,0.0
54586,2013-01-31,40,BOOKS,0.0,0.0
54587,2013-01-31,40,BREAD/BAKERY,220.0,0.0
54588,2013-01-31,40,CELEBRATION,0.0,0.0
54589,2013-01-31,40,CLEANING,616.0,0.0
54590,2013-01-31,40,DAIRY,110.0,0.0
54591,2013-01-31,40,DELI,128.0,0.0
54592,2013-01-31,40,EGGS,68.0,0.0
54593,2013-01-31,40,FROZEN FOODS,10.092,0.0
54594,2013-01-31,40,GROCERY I,1857.0,0.0
54595,2013-01-31,40,GROCERY II,25.0,0.0
54596,2013-01-31,40,HARDWARE,0.0,0.0
54597,2013-01-31,40,HOME AND KITCHEN I,0.0,0.0
54598,2013-01-31,40,HOME AND KITCHEN II,0.0,0.0
54599,2013-01-31,40,HOME APPLIANCES,0.0,0.0
54600,2013-01-31,40,HOME CARE,0.0,0.0
54601,2013-01-31,40,LADIESWEAR,0.0,0.0
54602,2013-01-31,40,LAWN AND GARDEN,0.0,0.0
54603,2013-01-31,40,LINGERIE,0.0,0.0
54604,2013-01-31,40,"LIQUOR,WINE,BEER",12.0,0.0
54605,2013-01-31,40,MAGAZINES,0.0,0.0
54606,2013-01-31,40,MEATS,21.404,0.0
54607,2013-01-31,40,PERSONAL CARE,141.0,0.0
54608,2013-01-31,40,PET SUPPLIES,0.0,0.0
54609,2013-01-31,40,PLAYERS AND ELECTRONICS,0.0,0.0
54610,2013-01-31,40,POULTRY,67.92,0.0
54611,2013-01-31,40,PREPARED FOODS,23.0,0.0
54612,2013-01-31,40,PRODUCE,0.0,0.0
54613,2013-01-31,40,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
54614,2013-01-31,40,SEAFOOD,0.0,0.0
54615,2013-01-31,41,AUTOMOTIVE,0.0,0.0
54616,2013-01-31,41,BABY CARE,0.0,0.0
54617,2013-01-31,41,BEAUTY,1.0,0.0
54618,2013-01-31,41,BEVERAGES,495.0,0.0
54619,2013-01-31,41,BOOKS,0.0,0.0
54620,2013-01-31,41,BREAD/BAKERY,145.038,0.0
54621,2013-01-31,41,CELEBRATION,0.0,0.0
54622,2013-01-31,41,CLEANING,480.0,0.0
54623,2013-01-31,41,DAIRY,169.0,0.0
54624,2013-01-31,41,DELI,108.442,0.0
54625,2013-01-31,41,EGGS,54.0,0.0
54626,2013-01-31,41,FROZEN FOODS,54.0,0.0
54627,2013-01-31,41,GROCERY I,1344.0,0.0
54628,2013-01-31,41,GROCERY II,14.0,0.0
54629,2013-01-31,41,HARDWARE,0.0,0.0
54630,2013-01-31,41,HOME AND KITCHEN I,0.0,0.0
54631,2013-01-31,41,HOME AND KITCHEN II,0.0,0.0
54632,2013-01-31,41,HOME APPLIANCES,0.0,0.0
54633,2013-01-31,41,HOME CARE,0.0,0.0
54634,2013-01-31,41,LADIESWEAR,0.0,0.0
54635,2013-01-31,41,LAWN AND GARDEN,0.0,0.0
54636,2013-01-31,41,LINGERIE,7.0,0.0
54637,2013-01-31,41,"LIQUOR,WINE,BEER",55.0,0.0
54638,2013-01-31,41,MAGAZINES,0.0,0.0
54639,2013-01-31,41,MEATS,104.214,0.0
54640,2013-01-31,41,PERSONAL CARE,110.0,0.0
54641,2013-01-31,41,PET SUPPLIES,0.0,0.0
54642,2013-01-31,41,PLAYERS AND ELECTRONICS,0.0,0.0
54643,2013-01-31,41,POULTRY,91.487,0.0
54644,2013-01-31,41,PREPARED FOODS,43.209,0.0
54645,2013-01-31,41,PRODUCE,0.0,0.0
54646,2013-01-31,41,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
54647,2013-01-31,41,SEAFOOD,9.0,0.0
54648,2013-01-31,42,AUTOMOTIVE,0.0,0.0
54649,2013-01-31,42,BABY CARE,0.0,0.0
54650,2013-01-31,42,BEAUTY,0.0,0.0
54651,2013-01-31,42,BEVERAGES,0.0,0.0
54652,2013-01-31,42,BOOKS,0.0,0.0
54653,2013-01-31,42,BREAD/BAKERY,0.0,0.0
54654,2013-01-31,42,CELEBRATION,0.0,0.0
54655,2013-01-31,42,CLEANING,0.0,0.0
54656,2013-01-31,42,DAIRY,0.0,0.0
54657,2013-01-31,42,DELI,0.0,0.0
54658,2013-01-31,42,EGGS,0.0,0.0
54659,2013-01-31,42,FROZEN FOODS,0.0,0.0
54660,2013-01-31,42,GROCERY I,0.0,0.0
54661,2013-01-31,42,GROCERY II,0.0,0.0
54662,2013-01-31,42,HARDWARE,0.0,0.0
54663,2013-01-31,42,HOME AND KITCHEN I,0.0,0.0
54664,2013-01-31,42,HOME AND KITCHEN II,0.0,0.0
54665,2013-01-31,42,HOME APPLIANCES,0.0,0.0
54666,2013-01-31,42,HOME CARE,0.0,0.0
54667,2013-01-31,42,LADIESWEAR,0.0,0.0
54668,2013-01-31,42,LAWN AND GARDEN,0.0,0.0
54669,2013-01-31,42,LINGERIE,0.0,0.0
54670,2013-01-31,42,"LIQUOR,WINE,BEER",0.0,0.0
54671,2013-01-31,42,MAGAZINES,0.0,0.0
54672,2013-01-31,42,MEATS,0.0,0.0
54673,2013-01-31,42,PERSONAL CARE,0.0,0.0
54674,2013-01-31,42,PET SUPPLIES,0.0,0.0
54675,2013-01-31,42,PLAYERS AND ELECTRONICS,0.0,0.0
54676,2013-01-31,42,POULTRY,0.0,0.0
54677,2013-01-31,42,PREPARED FOODS,0.0,0.0
54678,2013-01-31,42,PRODUCE,0.0,0.0
54679,2013-01-31,42,SCHOOL AND OFFICE SUPPLIES,0.0,0.0
54680,2013-01-31,42,SEAFOOD,0.0,0.0
54681,2013-01-31,43,AUTOMOTIVE,8.0,0.0
54682,2013-01-31,43,BABY CARE,0.0,0.0
54683,2013-01-31,43,BEAUTY,0.0,0.0
54684,2013-01-31,43,BEVERAGES,710.0,0.0
54685,2013-01-31,43,BOOKS,0.0,0.0
54686,2013-01-31,43,BREAD/BAKERY,103.0,0.0
54687,2013-01-31,43,CELEBRATION,0.0,0.0
54688,2013-01-31,43,CLEANING,637.0,0.0
54689,2013-01-31,43,DAIRY,65.0,0.0
